"id","ranking","repo","url","description","lang","stars","forks","added_stars","time"
"2757","17","/Mr-xn/BLACKHAT_Asia2023","https://github.com/Mr-xn/BLACKHAT_Asia2023","Black Hat Asia 2023 PDF Public","","278","30","109 stars today","2023-05-16 21:33:45"
"2756","16","/StanGirard/quivr","https://github.com/StanGirard/quivr","Dump all your files and thoughts into your GenerativeAI brain and chat with it","Python","633","155","53 stars today","2023-05-16 21:33:45"
"2755","15","/yuzu-emu/yuzu","https://github.com/yuzu-emu/yuzu","Nintendo Switch Emulator","C++","26,988","2,332","405 stars today","2023-05-16 21:33:45"
"2753","13","/webwhiz-ai/webwhiz","https://github.com/webwhiz-ai/webwhiz","WebWhiz allows you to create an AI chatbot that knows everything about your product and can instantly respond to your customer's queries.","TypeScript","449","176","176 stars today","2023-05-16 21:33:45"
"2752","12","/liou666/polyglot","https://github.com/liou666/polyglot","  桌面端AI语言练习应用","TypeScript","1,353","122","19 stars today","2023-05-16 21:33:45"
"2751","11","/imartinez/privateGPT","https://github.com/imartinez/privateGPT","Interact privately with your documents using the power of GPT, 100% privately, no data leaks","Python","16,255","1,539","2,414 stars today","2023-05-16 21:33:45"
"2750","10","/microsoft/playwright","https://github.com/microsoft/playwright","Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API.","TypeScript","50,551","2,539","42 stars today","2023-05-16 21:33:45"
"2749","9","/ProjektyUstaw/Ustawy-o-PIT","https://github.com/ProjektyUstaw/Ustawy-o-PIT","","","629","41","146 stars today","2023-05-16 21:33:45"
"2748","8","/dsdanielpark/Bard-API","https://github.com/dsdanielpark/Bard-API","The python package that returns response of Google Bard through API.","Python","830","56","515 stars today","2023-05-16 21:33:45"
"2747","7","/brexhq/prompt-engineering","https://github.com/brexhq/prompt-engineering","Tips and tricks for working with Large Language Models like OpenAI's GPT-4.","","3,282","203","1,697 stars today","2023-05-16 21:33:45"
"2741","1","/sunner/ChatALL","https://github.com/sunner/ChatALL","Concurrently chat with ChatGPT, Bing Chat, bard, Alpaca, Vincuna, Claude, ChatGLM, MOSS, iFlytek Spark, ERNIE and more, discover the best answers","JavaScript","806","64","134 stars today","2023-05-16 21:33:45"
"2754","14","/langgenius/dify","https://github.com/langgenius/dify","One API for plugins and datasets, one interface for prompt engineering and visual operation, all for creating powerful AI applications.","TypeScript","1,640","127","376 stars today","2023-05-16 21:33:45"
"2746","6","/EbookFoundation/free-programming-books","https://github.com/EbookFoundation/free-programming-books","  Freely available programming books","","279,340","55,151","111 stars today","2023-05-16 21:33:45"
"2745","5","/s-JoL/Open-Llama","https://github.com/s-JoL/Open-Llama","The complete training code of the open-source high-performance Llama model, including the full process from pre-training to RLHF.","Python","811","60","175 stars today","2023-05-16 21:33:45"
"2744","4","/freeCodeCamp/freeCodeCamp","https://github.com/freeCodeCamp/freeCodeCamp","freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.","TypeScript","366,566","32,087","255 stars today","2023-05-16 21:33:45"
"2743","3","/e2b-dev/e2b","https://github.com/e2b-dev/e2b","Vercel for AI agents. We help developers to build, deploy, and monitor AI agents. Focusing on specialized AI agents that build software for you - your personal software developers.","Python","4,304","289","72 stars today","2023-05-16 21:33:45"
"2742","2","/DataTalksClub/mlops-zoomcamp","https://github.com/DataTalksClub/mlops-zoomcamp","Free MLOps course from DataTalks.Club","Jupyter Notebook","6,143","1,119","180 stars today","2023-05-16 21:33:45"
"2765","25","/openai/plugins-quickstart","https://github.com/openai/plugins-quickstart","Get a ChatGPT plugin up and running in under 5 minutes!","Python","2,033","371","196 stars today","2023-05-16 21:33:45"
"2764","24","/microsoft/guidance","https://github.com/microsoft/guidance","A guidance language for controlling large language models.","Jupyter Notebook","915","18","56 stars today","2023-05-16 21:33:45"
"2763","23","/go-skynet/LocalAI","https://github.com/go-skynet/LocalAI","  Self-hosted, community-driven, local OpenAI-compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. LocalAI is a RESTful API to run ggml compatible models: llama.cpp, alpaca.cpp, gpt4all.cpp, rwkv.cpp, whisper.cpp, vicuna, koala, gpt4all-j, cerebras and many others!","Go","3,376","255","391 stars today","2023-05-16 21:33:45"
"2762","22","/jtsang4/claude-to-chatgpt","https://github.com/jtsang4/claude-to-chatgpt","This project converts the API of Anthropic's Claude model to the OpenAI Chat API format.","Python","424","25","222 stars today","2023-05-16 21:33:45"
"2761","21","/Yidadaa/ChatGPT-Next-Web","https://github.com/Yidadaa/ChatGPT-Next-Web","One-Click to deploy well-designed ChatGPT web UI on Vercel. 一键拥有你自己的 ChatGPT 网页服务。","TypeScript","25,770","21,423","411 stars today","2023-05-16 21:33:45"
"2760","20","/pengzhile/pandora","https://github.com/pengzhile/pandora","潘多拉，一个让你呼吸顺畅的ChatGPT。Pandora, a ChatGPT that helps you breathe smoothly.","Python","5,673","861","420 stars today","2023-05-16 21:33:45"
"2759","19","/acheong08/Bard","https://github.com/acheong08/Bard","Reverse engineering of Google's Bard API","Python","869","75","57 stars today","2023-05-16 21:33:45"
"2758","18","/torvalds/linux","https://github.com/torvalds/linux","Linux kernel source tree","C","151,461","47,901","147 stars today","2023-05-16 21:33:45"
"2724","9","/PCSX2/pcsx2","https://github.com/PCSX2/pcsx2","PCSX2 - The Playstation 2 Emulator","C++","8,563","1,343","16 stars today","2023-05-15 21:11:16"
"2725","10","/freeCodeCamp/freeCodeCamp","https://github.com/freeCodeCamp/freeCodeCamp","freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.","TypeScript","366,331","31,976","115 stars today","2023-05-15 21:11:16"
"2726","11","/public-apis/public-apis","https://github.com/public-apis/public-apis","A collective list of free APIs","Python","239,259","27,197","87 stars today","2023-05-15 21:11:16"
"2727","12","/csunny/DB-GPT","https://github.com/csunny/DB-GPT","Interact your data and environment using the local GPT, no data leaks, 100% privately, 100% security","Python","290","36","30 stars today","2023-05-15 21:11:16"
"2728","13","/PrefectHQ/marvin","https://github.com/PrefectHQ/marvin","A batteries-included library for building AI-powered software","Python","2,215","92","168 stars today","2023-05-15 21:11:16"
"2729","14","/pengzhile/pandora","https://github.com/pengzhile/pandora","潘多拉，一个让你呼吸顺畅的ChatGPT。Pandora, a ChatGPT that helps you breathe smoothly.","Python","5,258","675","129 stars today","2023-05-15 21:11:16"
"2730","15","/dissorial/doc-chatbot","https://github.com/dissorial/doc-chatbot","Document chatbot — multiple files, topics, chat windows and chat history. Powered by GPT.","TypeScript","289","29","29 stars today","2023-05-15 21:11:16"
"2732","17","/brexhq/prompt-engineering","https://github.com/brexhq/prompt-engineering","Tips and tricks for working with Large Language Models like OpenAI's GPT-4.","","2,090","48","182 stars today","2023-05-15 21:11:16"
"2733","18","/XTLS/Trojan-killer","https://github.com/XTLS/Trojan-killer","Detect TLS in TLS.","Go","235","23","36 stars today","2023-05-15 21:11:16"
"2734","19","/StanGirard/quivr","https://github.com/StanGirard/quivr","Dump all your files and thoughts into your GenerativeAI brain and chat with it","Python","259","28","46 stars today","2023-05-15 21:11:16"
"2735","20","/openai/chatgpt-retrieval-plugin","https://github.com/openai/chatgpt-retrieval-plugin","The ChatGPT Retrieval Plugin lets you easily search and find personal or work documents by asking questions in everyday language.","Python","16,591","2,571","67 stars today","2023-05-15 21:11:16"
"2736","21","/openai/plugins-quickstart","https://github.com/openai/plugins-quickstart","Get a ChatGPT plugin up and running in under 5 minutes!","Python","1,833","233","49 stars today","2023-05-15 21:11:16"
"2737","22","/Bing-su/adetailer","https://github.com/Bing-su/adetailer","Auto detecting, masking and inpainting with detection model.","Python","283","19","23 stars today","2023-05-15 21:11:16"
"2738","23","/sindresorhus/awesome","https://github.com/sindresorhus/awesome","  Awesome lists about all kinds of interesting topics","","253,855","25,647","210 stars today","2023-05-15 21:11:16"
"2739","24","/e2b-dev/e2b","https://github.com/e2b-dev/e2b","Vercel for AI agents. We help developers to build, deploy, and monitor AI agents. Focusing on specialized AI agents that build software for you - your personal software developers.","Python","4,074","187","74 stars today","2023-05-15 21:11:16"
"2740","25","/windmill-labs/windmill","https://github.com/windmill-labs/windmill","Open-source developer platform to turn scripts into workflows and UIs. Open-source alternative to Airplane and Retool.","JavaScript","3,686","113","221 stars today","2023-05-15 21:11:16"
"2720","5","/go-skynet/LocalAI","https://github.com/go-skynet/LocalAI","  Self-hosted, community-driven, local OpenAI-compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. LocalAI is a RESTful API to run ggml compatible models: llama.cpp, alpaca.cpp, gpt4all.cpp, rwkv.cpp, whisper.cpp, vicuna, koala, gpt4all-j, cerebras and many others!","Go","2,983","139","144 stars today","2023-05-15 21:11:16"
"2716","1","/imartinez/privateGPT","https://github.com/imartinez/privateGPT","Interact privately with your documents using the power of GPT, 100% privately, no data leaks","Python","13,808","1,271","2,742 stars today","2023-05-15 21:11:16"
"2717","2","/Gioman101/FlipperAmiibo","https://github.com/Gioman101/FlipperAmiibo","Made to be used with Flipper just drag the folder into NFC","Python","1,156","103","23 stars today","2023-05-15 21:11:16"
"2718","3","/yuzu-emu/yuzu","https://github.com/yuzu-emu/yuzu","Nintendo Switch Emulator","C++","26,585","2,205","145 stars today","2023-05-15 21:11:16"
"2719","4","/AUTOMATIC1111/stable-diffusion-webui","https://github.com/AUTOMATIC1111/stable-diffusion-webui","Stable Diffusion web UI","Python","74,899","14,309","283 stars today","2023-05-15 21:11:16"
"2731","16","/Mikubill/sd-webui-controlnet","https://github.com/Mikubill/sd-webui-controlnet","WebUI extension for ControlNet","Python","8,411","917","131 stars today","2023-05-15 21:11:16"
"2721","6","/Yidadaa/ChatGPT-Next-Web","https://github.com/Yidadaa/ChatGPT-Next-Web","One-Click to deploy well-designed ChatGPT web UI on Vercel. 一键拥有你自己的 ChatGPT 网页服务。","TypeScript","25,256","20,251","418 stars today","2023-05-15 21:11:16"
"2722","7","/webwhiz-ai/webwhiz","https://github.com/webwhiz-ai/webwhiz","WebWhiz allows you to create an AI chatbot that knows everything about your product and can instantly respond to your customer's queries.","TypeScript","273","34","15 stars today","2023-05-15 21:11:16"
"2723","8","/UberGuidoZ/Flipper","https://github.com/UberGuidoZ/Flipper","Playground (and dump) of stuff I make or modify for the Flipper Zero","C","6,848","1,705","30 stars today","2023-05-15 21:11:16"
"2696","6","/Orillusion/orillusion","https://github.com/Orillusion/orillusion","Orillusion is a pure Web3D rendering engine which is fully developed based on the WebGPU standard.","TypeScript","1,235","97","146 stars today","2023-05-14 19:29:40"
"2706","16","/azerothcore/azerothcore-wotlk","https://github.com/azerothcore/azerothcore-wotlk","Complete Open Source and Modular solution for MMO","C++","3,491","1,709","80 stars today","2023-05-14 19:29:40"
"2705","15","/geohot/tinygrad","https://github.com/geohot/tinygrad","You like pytorch? You like micrograd? You love tinygrad!  ","Python","11,701","1,084","46 stars today","2023-05-14 19:29:40"
"2704","14","/MakiNaruto/Automatic_ticket_purchase","https://github.com/MakiNaruto/Automatic_ticket_purchase","大麦网抢票脚本","Python","964","253","57 stars today","2023-05-14 19:29:40"
"2703","13","/paulpierre/RasaGPT","https://github.com/paulpierre/RasaGPT","  RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","Python","1,251","70","113 stars today","2023-05-14 19:29:40"
"2711","21","/getify/You-Dont-Know-JS","https://github.com/getify/You-Dont-Know-JS","A book series on JavaScript. @YDKJS on twitter.","","167,744","32,531","89 stars today","2023-05-14 19:29:40"
"2702","12","/openai/shap-e","https://github.com/openai/shap-e","Generate 3D objects conditioned on text or images","Python","7,822","492","289 stars today","2023-05-14 19:29:40"
"2701","11","/hkirat/project-ideas","https://github.com/hkirat/project-ideas","Projects to get you started on full stack","","708","91","139 stars today","2023-05-14 19:29:40"
"2700","10","/Cormanz/smartgpt","https://github.com/Cormanz/smartgpt","A program that provides LLMs with the ability to complete complex tasks using plugins.","Rust","939","70","111 stars today","2023-05-14 19:29:40"
"2699","9","/Atmosphere-NX/Atmosphere","https://github.com/Atmosphere-NX/Atmosphere","Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.","C++","11,719","1,073","61 stars today","2023-05-14 19:29:40"
"2698","8","/qdrant/qdrant","https://github.com/qdrant/qdrant","Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud https://cloud.qdrant.io/","Rust","9,831","476","172 stars today","2023-05-14 19:29:40"
"2697","7","/eugeneyan/open-llms","https://github.com/eugeneyan/open-llms","  A list of open LLMs available for commercial use.","","4,721","227","323 stars today","2023-05-14 19:29:40"
"2695","5","/SCIR-HI/Huatuo-Llama-Med-Chinese","https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese","Repo for HuaTuo (华驼), Llama-7B tuned with Chinese medical knowledge. 华驼模型仓库，基于中文医学知识的LLaMA模型指令微调","Python","2,178","169","96 stars today","2023-05-14 19:29:40"
"2694","4","/microsoft/semantic-kernel","https://github.com/microsoft/semantic-kernel","Integrate cutting-edge LLM technology quickly and easily into your apps","C#","8,540","989","134 stars today","2023-05-14 19:29:40"
"2693","3","/svc-develop-team/so-vits-svc","https://github.com/svc-develop-team/so-vits-svc","SoftVC VITS Singing Voice Conversion","Python","10,813","2,156","334 stars today","2023-05-14 19:29:40"
"2692","2","/voicepaw/so-vits-svc-fork","https://github.com/voicepaw/so-vits-svc-fork","so-vits-svc fork with realtime support, improved interface and more features.","Python","4,300","602","209 stars today","2023-05-14 19:29:40"
"2709","19","/opengeos/segment-geospatial","https://github.com/opengeos/segment-geospatial","A Python package for segmenting geospatial data with the Segment Anything Model (SAM)","Python","1,210","96","82 stars today","2023-05-14 19:29:40"
"2715","25","/syncthing/syncthing","https://github.com/syncthing/syncthing","Open Source Continuous File Synchronization","Go","51,800","3,761","139 stars today","2023-05-14 19:29:40"
"2714","24","/pineappleEA/pineapple-src","https://github.com/pineappleEA/pineapple-src","yuzu Early Access source code","C++","2,332","204","109 stars today","2023-05-14 19:29:40"
"2713","23","/gabime/spdlog","https://github.com/gabime/spdlog","Fast C++ logging library.","C++","18,095","3,747","45 stars today","2023-05-14 19:29:40"
"2712","22","/xiangsx/gpt4free-ts","https://github.com/xiangsx/gpt4free-ts","This is a replication project for the typescript version of xtekky/gpt4free","TypeScript","570","115","60 stars today","2023-05-14 19:29:40"
"2691","1","/imartinez/privateGPT","https://github.com/imartinez/privateGPT","Interact privately with your documents using the power of GPT, 100% privately, no data leaks","Python","10,885","987","1,593 stars today","2023-05-14 19:29:40"
"2710","20","/casey/ord","https://github.com/casey/ord","  Rare and exotic sats","Rust","1,615","452","31 stars today","2023-05-14 19:29:40"
"2708","18","/SCUTlihaoyu/open-chat-video-editor","https://github.com/SCUTlihaoyu/open-chat-video-editor","Open source short video automatic generation tool","Python","1,578","164","78 stars today","2023-05-14 19:29:40"
"2707","17","/krahets/hello-algo","https://github.com/krahets/hello-algo","《Hello 算法》是一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift, Zig 等语言。","Java","11,920","1,280","149 stars today","2023-05-14 19:29:40"
"2675","10","/Cormanz/smartgpt","https://github.com/Cormanz/smartgpt","A program that provides LLMs with the ability to complete complex tasks using plugins.","Rust","823","63","112 stars today","2023-05-13 21:50:14"
"2676","11","/hkirat/project-ideas","https://github.com/hkirat/project-ideas","Projects to get you started on full stack","","626","85","142 stars today","2023-05-13 21:50:14"
"2677","12","/openai/shap-e","https://github.com/openai/shap-e","Generate 3D objects conditioned on text or images","Python","7,598","478","287 stars today","2023-05-13 21:50:14"
"2678","13","/paulpierre/RasaGPT","https://github.com/paulpierre/RasaGPT","  RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","Python","1,181","68","114 stars today","2023-05-13 21:50:14"
"2680","15","/geohot/tinygrad","https://github.com/geohot/tinygrad","You like pytorch? You like micrograd? You love tinygrad!  ","Python","11,646","1,078","45 stars today","2023-05-13 21:50:14"
"2681","16","/azerothcore/azerothcore-wotlk","https://github.com/azerothcore/azerothcore-wotlk","Complete Open Source and Modular solution for MMO","C++","3,447","1,708","83 stars today","2023-05-13 21:50:14"
"2682","17","/krahets/hello-algo","https://github.com/krahets/hello-algo","《Hello 算法》是一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift, Zig 等语言。","Java","11,808","1,274","147 stars today","2023-05-13 21:50:14"
"2683","18","/SCUTlihaoyu/open-chat-video-editor","https://github.com/SCUTlihaoyu/open-chat-video-editor","Open source short video automatic generation tool","Python","1,530","160","76 stars today","2023-05-13 21:50:14"
"2684","19","/opengeos/segment-geospatial","https://github.com/opengeos/segment-geospatial","A Python package for segmenting geospatial data with the Segment Anything Model (SAM)","Python","1,177","94","75 stars today","2023-05-13 21:50:14"
"2686","21","/getify/You-Dont-Know-JS","https://github.com/getify/You-Dont-Know-JS","A book series on JavaScript. @YDKJS on twitter.","","167,691","32,530","89 stars today","2023-05-13 21:50:14"
"2687","22","/xiangsx/gpt4free-ts","https://github.com/xiangsx/gpt4free-ts","This is a replication project for the typescript version of xtekky/gpt4free","TypeScript","532","106","60 stars today","2023-05-13 21:50:14"
"2688","23","/gabime/spdlog","https://github.com/gabime/spdlog","Fast C++ logging library.","C++","18,069","3,745","45 stars today","2023-05-13 21:50:14"
"2689","24","/pineappleEA/pineapple-src","https://github.com/pineappleEA/pineapple-src","yuzu Early Access source code","C++","2,268","203","107 stars today","2023-05-13 21:50:14"
"2690","25","/syncthing/syncthing","https://github.com/syncthing/syncthing","Open Source Continuous File Synchronization","Go","51,681","3,759","140 stars today","2023-05-13 21:50:14"
"2674","9","/Atmosphere-NX/Atmosphere","https://github.com/Atmosphere-NX/Atmosphere","Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.","C++","11,670","1,072","60 stars today","2023-05-13 21:50:14"
"2679","14","/MakiNaruto/Automatic_ticket_purchase","https://github.com/MakiNaruto/Automatic_ticket_purchase","大麦网抢票脚本","Python","940","247","58 stars today","2023-05-13 21:50:14"
"2685","20","/casey/ord","https://github.com/casey/ord","  Rare and exotic sats","Rust","1,596","449","32 stars today","2023-05-13 21:50:14"
"2666","1","/imartinez/privateGPT","https://github.com/imartinez/privateGPT","Interact privately with your documents using the power of GPT, 100% privately, no data leaks","Python","8,620","740","1,544 stars today","2023-05-13 21:50:14"
"2667","2","/voicepaw/so-vits-svc-fork","https://github.com/voicepaw/so-vits-svc-fork","so-vits-svc fork with realtime support, improved interface and more features.","Python","4,171","590","207 stars today","2023-05-13 21:50:14"
"2668","3","/svc-develop-team/so-vits-svc","https://github.com/svc-develop-team/so-vits-svc","SoftVC VITS Singing Voice Conversion","Python","10,609","2,122","327 stars today","2023-05-13 21:50:14"
"2669","4","/microsoft/semantic-kernel","https://github.com/microsoft/semantic-kernel","Integrate cutting-edge LLM technology quickly and easily into your apps","C#","8,433","978","137 stars today","2023-05-13 21:50:14"
"2670","5","/SCIR-HI/Huatuo-Llama-Med-Chinese","https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese","Repo for HuaTuo (华驼), Llama-7B tuned with Chinese medical knowledge. 华驼模型仓库，基于中文医学知识的LLaMA模型指令微调","Python","2,097","162","96 stars today","2023-05-13 21:50:14"
"2671","6","/Orillusion/orillusion","https://github.com/Orillusion/orillusion","Orillusion is a pure Web3D rendering engine which is fully developed based on the WebGPU standard.","TypeScript","1,144","90","134 stars today","2023-05-13 21:50:14"
"2672","7","/eugeneyan/open-llms","https://github.com/eugeneyan/open-llms","  A list of open LLMs available for commercial use.","","4,443","220","323 stars today","2023-05-13 21:50:14"
"2673","8","/qdrant/qdrant","https://github.com/qdrant/qdrant","Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud https://cloud.qdrant.io/","Rust","9,695","469","170 stars today","2023-05-13 21:50:14"
"2641","1","/imartinez/privateGPT","https://github.com/imartinez/privateGPT","Interact privately with your documents using the power of GPT, 100% privately, no data leaks","Python","7,261","589","2,866 stars today","2023-05-12 22:59:08"
"2642","2","/voicepaw/so-vits-svc-fork","https://github.com/voicepaw/so-vits-svc-fork","so-vits-svc fork with realtime support, improved interface and more features.","Python","3,988","561","351 stars today","2023-05-12 22:59:08"
"2643","3","/svc-develop-team/so-vits-svc","https://github.com/svc-develop-team/so-vits-svc","SoftVC VITS Singing Voice Conversion","Python","10,317","2,058","465 stars today","2023-05-12 22:59:08"
"2644","4","/microsoft/semantic-kernel","https://github.com/microsoft/semantic-kernel","Integrate cutting-edge LLM technology quickly and easily into your apps","C#","8,321","964","222 stars today","2023-05-12 22:59:08"
"2645","5","/SCIR-HI/Huatuo-Llama-Med-Chinese","https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese","Repo for HuaTuo (华驼), Llama-7B tuned with Chinese medical knowledge. 华驼模型仓库，基于中文医学知识的LLaMA模型指令微调","Python","2,011","157","223 stars today","2023-05-12 22:59:08"
"2646","6","/Orillusion/orillusion","https://github.com/Orillusion/orillusion","Orillusion is a pure Web3D rendering engine which is fully developed based on the WebGPU standard.","TypeScript","1,037","83","258 stars today","2023-05-12 22:59:08"
"2647","7","/eugeneyan/open-llms","https://github.com/eugeneyan/open-llms","  A list of open LLMs available for commercial use.","","4,154","206","427 stars today","2023-05-12 22:59:08"
"2648","8","/qdrant/qdrant","https://github.com/qdrant/qdrant","Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud https://cloud.qdrant.io/","Rust","9,548","462","232 stars today","2023-05-12 22:59:08"
"2649","9","/Atmosphere-NX/Atmosphere","https://github.com/Atmosphere-NX/Atmosphere","Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.","C++","11,613","1,063","69 stars today","2023-05-12 22:59:08"
"2650","10","/Cormanz/smartgpt","https://github.com/Cormanz/smartgpt","A program that provides LLMs with the ability to complete complex tasks using plugins.","Rust","724","53","198 stars today","2023-05-12 22:59:08"
"2651","11","/hkirat/project-ideas","https://github.com/hkirat/project-ideas","Projects to get you started on full stack","","487","65","80 stars today","2023-05-12 22:59:08"
"2652","12","/openai/shap-e","https://github.com/openai/shap-e","Generate 3D objects conditioned on text or images","Python","7,345","449","423 stars today","2023-05-12 22:59:08"
"2653","13","/paulpierre/RasaGPT","https://github.com/paulpierre/RasaGPT","  RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","Python","1,080","60","144 stars today","2023-05-12 22:59:08"
"2654","14","/MakiNaruto/Automatic_ticket_purchase","https://github.com/MakiNaruto/Automatic_ticket_purchase","大麦网抢票脚本","Python","895","231","104 stars today","2023-05-12 22:59:08"
"2655","15","/geohot/tinygrad","https://github.com/geohot/tinygrad","You like pytorch? You like micrograd? You love tinygrad!  ","Python","11,607","1,074","57 stars today","2023-05-12 22:59:08"
"2656","16","/azerothcore/azerothcore-wotlk","https://github.com/azerothcore/azerothcore-wotlk","Complete Open Source and Modular solution for MMO","C++","3,373","1,705","87 stars today","2023-05-12 22:59:08"
"2657","17","/krahets/hello-algo","https://github.com/krahets/hello-algo","《Hello 算法》是一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift, Zig 等语言。","Java","11,672","1,268","276 stars today","2023-05-12 22:59:08"
"2658","18","/SCUTlihaoyu/open-chat-video-editor","https://github.com/SCUTlihaoyu/open-chat-video-editor","Open source short video automatic generation tool","Python","1,466","150","138 stars today","2023-05-12 22:59:08"
"2659","19","/opengeos/segment-geospatial","https://github.com/opengeos/segment-geospatial","A Python package for segmenting geospatial data with the Segment Anything Model (SAM)","Python","1,111","90","119 stars today","2023-05-12 22:59:08"
"2660","20","/casey/ord","https://github.com/casey/ord","  Rare and exotic sats","Rust","1,565","444","37 stars today","2023-05-12 22:59:08"
"2661","21","/getify/You-Dont-Know-JS","https://github.com/getify/You-Dont-Know-JS","A book series on JavaScript. @YDKJS on twitter.","","167,623","32,529","113 stars today","2023-05-12 22:59:08"
"2662","22","/xiangsx/gpt4free-ts","https://github.com/xiangsx/gpt4free-ts","This is a replication project for the typescript version of xtekky/gpt4free","TypeScript","475","103","68 stars today","2023-05-12 22:59:08"
"2663","23","/gabime/spdlog","https://github.com/gabime/spdlog","Fast C++ logging library.","C++","18,031","3,739","67 stars today","2023-05-12 22:59:08"
"2664","24","/pineappleEA/pineapple-src","https://github.com/pineappleEA/pineapple-src","yuzu Early Access source code","C++","2,167","200","110 stars today","2023-05-12 22:59:08"
"2665","25","/syncthing/syncthing","https://github.com/syncthing/syncthing","Open Source Continuous File Synchronization","Go","51,562","3,755","202 stars today","2023-05-12 22:59:08"
"2616","1","/imartinez/privateGPT","https://github.com/imartinez/privateGPT","Interact privately with your documents using the power of GPT, 100% privately, no data leaks","Python","4,422","345","2,958 stars today","2023-05-11 22:17:54"
"2617","2","/voicepaw/so-vits-svc-fork","https://github.com/voicepaw/so-vits-svc-fork","so-vits-svc fork with realtime support, improved interface and more features.","Python","3,642","515","438 stars today","2023-05-11 22:17:54"
"2618","3","/svc-develop-team/so-vits-svc","https://github.com/svc-develop-team/so-vits-svc","SoftVC VITS Singing Voice Conversion","Python","9,844","1,911","522 stars today","2023-05-11 22:17:54"
"2619","4","/microsoft/semantic-kernel","https://github.com/microsoft/semantic-kernel","Integrate cutting-edge LLM technology quickly and easily into your apps","C#","8,105","932","294 stars today","2023-05-11 22:17:54"
"2620","5","/SCIR-HI/Huatuo-Llama-Med-Chinese","https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese","Repo for HuaTuo (华驼), Llama-7B tuned with Chinese medical knowledge. 华驼模型仓库，基于中文医学知识的LLaMA模型指令微调","Python","1,790","142","295 stars today","2023-05-11 22:17:54"
"2621","6","/Orillusion/orillusion","https://github.com/Orillusion/orillusion","Orillusion is a pure Web3D rendering engine which is fully developed based on the WebGPU standard.","TypeScript","766","57","270 stars today","2023-05-11 22:17:54"
"2622","7","/eugeneyan/open-llms","https://github.com/eugeneyan/open-llms","  A list of open LLMs available for commercial use.","","3,720","190","564 stars today","2023-05-11 22:17:54"
"2623","8","/qdrant/qdrant","https://github.com/qdrant/qdrant","Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud https://cloud.qdrant.io/","Rust","9,317","449","293 stars today","2023-05-11 22:17:54"
"2624","9","/Atmosphere-NX/Atmosphere","https://github.com/Atmosphere-NX/Atmosphere","Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.","C++","11,547","1,061","85 stars today","2023-05-11 22:17:54"
"2625","10","/Cormanz/smartgpt","https://github.com/Cormanz/smartgpt","A program that provides LLMs with the ability to complete complex tasks using plugins.","Rust","523","42","243 stars today","2023-05-11 22:17:54"
"2626","11","/hkirat/project-ideas","https://github.com/hkirat/project-ideas","Projects to get you started on full stack","","407","60","126 stars today","2023-05-11 22:17:54"
"2627","12","/openai/shap-e","https://github.com/openai/shap-e","Generate 3D objects conditioned on text or images","Python","6,909","428","616 stars today","2023-05-11 22:17:54"
"2628","13","/paulpierre/RasaGPT","https://github.com/paulpierre/RasaGPT","  RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","Python","931","54","223 stars today","2023-05-11 22:17:54"
"2629","14","/MakiNaruto/Automatic_ticket_purchase","https://github.com/MakiNaruto/Automatic_ticket_purchase","大麦网抢票脚本","Python","790","205","150 stars today","2023-05-11 22:17:54"
"2630","15","/geohot/tinygrad","https://github.com/geohot/tinygrad","You like pytorch? You like micrograd? You love tinygrad!  ","Python","11,558","1,069","87 stars today","2023-05-11 22:17:54"
