"id","ranking","repo","url","description","lang","stars","forks","added_stars","time"
"2257","17","/nomic-ai/gpt4all-chat","https://github.com/nomic-ai/gpt4all-chat","gpt4all-j chat","C++","582","55","88 stars today","2023-04-19 23:48:02"
"2258","18","/pengzhile/pandora","https://github.com/pengzhile/pandora","潘多拉，一个不只是命令行的ChatGPT。","Python","1,333","212","217 stars today","2023-04-19 23:48:02"
"2259","19","/EwingYangs/awesome-open-gpt","https://github.com/EwingYangs/awesome-open-gpt","Collection of Open Source Projects Related to GPT，GPT相关开源项目合集 、精选  ","Python","1,119","105","291 stars today","2023-04-19 23:48:02"
"2260","20","/ading2210/poe-api","https://github.com/ading2210/poe-api","A reverse engineered Python API wrapper for Quora's Poe, which provides free access to ChatGPT, GPT-4, and Claude.","Python","648","80","31 stars today","2023-04-19 23:48:02"
"2261","21","/imClumsyPanda/langchain-ChatGLM","https://github.com/imClumsyPanda/langchain-ChatGLM","langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识的 ChatGLM 问答","Python","2,499","255","200 stars today","2023-04-19 23:48:02"
"2262","22","/zabirauf/AutoGPT.js","https://github.com/zabirauf/AutoGPT.js","Auto-GPT on the browser","TypeScript","382","58","155 stars today","2023-04-19 23:48:02"
"2263","23","/Significant-Gravitas/Auto-GPT-Plugins","https://github.com/Significant-Gravitas/Auto-GPT-Plugins","Plugins for Auto-GPT","","586","42","174 stars today","2023-04-19 23:48:02"
"2264","24","/OpenBB-finance/OpenBBTerminal","https://github.com/OpenBB-finance/OpenBBTerminal","Investment Research for Everyone, Anywhere.","Python","21,010","2,101","296 stars today","2023-04-19 23:48:02"
"2265","25","/facebookresearch/llama","https://github.com/facebookresearch/llama","Inference code for LLaMA models","Python","18,865","3,034","144 stars today","2023-04-19 23:48:02"
"2216","1","/linyiLYi/street-fighter-ai","https://github.com/linyiLYi/street-fighter-ai","This is an AI agent for Street Fighter II Champion Edition.","Python","2,947","543","815 stars today","2023-04-18 21:31:44"
"2217","2","/LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","Python","27,084","2,170","1,893 stars today","2023-04-18 21:31:44"
"2218","3","/PineappleExpress808/auto-evaluator","https://github.com/PineappleExpress808/auto-evaluator","","Python","244","21","68 stars today","2023-04-18 21:31:44"
"2219","4","/thecookingsenpai/autogpt-gui","https://github.com/thecookingsenpai/autogpt-gui","A graphical user interface for AutoGPT","JavaScript","580","63","199 stars today","2023-04-18 21:31:44"
"2220","5","/mlc-ai/web-llm","https://github.com/mlc-ai/web-llm","Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.","Python","2,986","129","950 stars today","2023-04-18 21:31:44"
"2221","6","/34j/so-vits-svc-fork","https://github.com/34j/so-vits-svc-fork","so-vits-svc fork with realtime support, improved interface and more features.","Python","996","153","73 stars today","2023-04-18 21:31:44"
"2222","7","/FerretDB/FerretDB","https://github.com/FerretDB/FerretDB","A truly Open Source MongoDB alternative","Go","6,332","231","61 stars today","2023-04-18 21:31:44"
"2223","8","/pengzhile/pandora","https://github.com/pengzhile/pandora","潘多拉，一个不只是命令行的ChatGPT。","Python","1,099","187","84 stars today","2023-04-18 21:31:44"
"2224","9","/zabirauf/AutoGPT.js","https://github.com/zabirauf/AutoGPT.js","Auto-GPT on the browser","TypeScript","222","37","138 stars today","2023-04-18 21:31:44"
"2225","10","/muellerberndt/micro-gpt","https://github.com/muellerberndt/micro-gpt","A minimal generic autonomous agent based on GPT3.5/4. Can analyze stock prices, perform network security tests, create art, and order pizza.","Python","401","39","315 stars today","2023-04-18 21:31:44"
"2226","11","/hax/heshijun_v_360","https://github.com/hax/heshijun_v_360","贺师俊与360的劳动争议诉讼","","1,684","123","441 stars today","2023-04-18 21:31:44"
"2227","12","/JagadeeshwaranM/Data_Engineering_Simplified","https://github.com/JagadeeshwaranM/Data_Engineering_Simplified","","Python","463","99","81 stars today","2023-04-18 21:31:44"
"2228","13","/Significant-Gravitas/Auto-GPT","https://github.com/Significant-Gravitas/Auto-GPT","An experimental open-source attempt to make GPT-4 fully autonomous.","Python","89,471","13,620","6,600 stars today","2023-04-18 21:31:44"
"2229","14","/Significant-Gravitas/Auto-GPT-Plugins","https://github.com/Significant-Gravitas/Auto-GPT-Plugins","Plugins for Auto-GPT","","402","34","126 stars today","2023-04-18 21:31:44"
"2230","15","/facebookresearch/AnimatedDrawings","https://github.com/facebookresearch/AnimatedDrawings","Code to accompany ""A Method for Animating Children's Drawings of the Human Figure""","Python","5,175","364","596 stars today","2023-04-18 21:31:44"
"2231","16","/SunWeb3Sec/DeFiHackLabs","https://github.com/SunWeb3Sec/DeFiHackLabs","Reproduce DeFi hacked incidents using Foundry.","Solidity","3,066","564","47 stars today","2023-04-18 21:31:44"
"2232","17","/usememos/memos","https://github.com/usememos/memos","A lightweight, self-hosted memo hub. Open Source and Free forever.","TypeScript","12,656","810","71 stars today","2023-04-18 21:31:44"
"2233","18","/EwingYangs/awesome-open-gpt","https://github.com/EwingYangs/awesome-open-gpt","Collection of Open Source Projects Related to GPT，GPT相关开源项目合集 、精选  ","Python","799","83","348 stars today","2023-04-18 21:31:44"
"2234","19","/xiaorouji/openwrt-passwall","https://github.com/xiaorouji/openwrt-passwall","A commonly used proxy toolchain for Openwrt LuCI Application.","C","4,303","2,070","66 stars today","2023-04-18 21:31:44"
"2235","20","/dzoba/gptrpg","https://github.com/dzoba/gptrpg","A demo of an GPT-based agent existing in an RPG-like environment","JavaScript","171","17","28 stars today","2023-04-18 21:31:44"
"2236","21","/OpenBB-finance/OpenBBTerminal","https://github.com/OpenBB-finance/OpenBBTerminal","Investment Research for Everyone, Anywhere.","Python","20,692","2,089","119 stars today","2023-04-18 21:31:44"
"2237","22","/jdagdelen/hyperDB","https://github.com/jdagdelen/hyperDB","A hyper-fast local vector database for use with LLM Agents. Now accepting SAFEs at $35M cap.","Python","609","15","113 stars today","2023-04-18 21:31:44"
"2238","23","/mivano/azure-cost-cli","https://github.com/mivano/azure-cost-cli","CLI tool to perform cost analysis on your Azure subscription","C#","190","18","60 stars today","2023-04-18 21:31:44"
"2239","24","/PowerShell/PowerShell","https://github.com/PowerShell/PowerShell","PowerShell for every system!","C#","38,149","6,487","90 stars today","2023-04-18 21:31:44"
"2240","25","/kw2828/Dolly-2.0-Series","https://github.com/kw2828/Dolly-2.0-Series","Resources for running, fine-tuning, and inferencing Dolly 2.0","Jupyter Notebook","59","9","13 stars today","2023-04-18 21:31:44"
"2191","1","/linyiLYi/street-fighter-ai","https://github.com/linyiLYi/street-fighter-ai","This is an AI agent for Street Fighter II Champion Edition.","Python","2,144","406","869 stars today","2023-04-17 21:11:30"
"2192","2","/LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","Python","25,272","1,990","1,893 stars today","2023-04-17 21:11:30"
"2193","3","/Significant-Gravitas/Auto-GPT","https://github.com/Significant-Gravitas/Auto-GPT","An experimental open-source attempt to make GPT-4 fully autonomous.","Python","83,002","12,412","9,660 stars today","2023-04-17 21:11:30"
"2194","4","/mlc-ai/web-llm","https://github.com/mlc-ai/web-llm","Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.","Python","2,108","80","807 stars today","2023-04-17 21:11:30"
"2195","5","/SafaSafari/ss-cloud-scanner","https://github.com/SafaSafari/ss-cloud-scanner","اسکنر اختصاصی صفا صفری","Python","189","26","42 stars today","2023-04-17 21:11:30"
"2196","6","/ggerganov/whisper.cpp","https://github.com/ggerganov/whisper.cpp","Port of OpenAI's Whisper model in C/C++","C","16,075","1,362","294 stars today","2023-04-17 21:11:30"
"2197","7","/thecookingsenpai/autogpt-gui","https://github.com/thecookingsenpai/autogpt-gui","A graphical user interface for AutoGPT","JavaScript","382","42","253 stars today","2023-04-17 21:11:30"
"2198","8","/Netflix/conductor","https://github.com/Netflix/conductor","Conductor is a microservices orchestration engine.","Java","9,520","2,121","950 stars today","2023-04-17 21:11:30"
"2199","9","/reworkd/AgentGPT","https://github.com/reworkd/AgentGPT","  Assemble, configure, and deploy autonomous AI Agents in your browser.","TypeScript","14,328","3,440","1,624 stars today","2023-04-17 21:11:30"
"2200","10","/PowerShell/PowerShell","https://github.com/PowerShell/PowerShell","PowerShell for every system!","C#","38,063","6,472","101 stars today","2023-04-17 21:11:30"
"2201","11","/pi-hole/pi-hole","https://github.com/pi-hole/pi-hole","A black hole for Internet advertisements","Shell","41,925","2,493","14 stars today","2023-04-17 21:11:30"
"2202","12","/leetcode-mafia/cheetah","https://github.com/leetcode-mafia/cheetah","Whisper & GPT-based app for passing remote SWE interviews","Swift","1,810","114","253 stars today","2023-04-17 21:11:30"
"2203","13","/Priler/jarvis","https://github.com/Priler/jarvis","Voice Assistant made as an experiment using Silero TTS + Vosk STT + Picovoice Porcupine + ChatGPT.","Python","261","69","92 stars today","2023-04-17 21:11:30"
"2204","14","/acheong08/ChatGPT","https://github.com/acheong08/ChatGPT","Reverse engineered ChatGPT API","Python","24,262","3,897","223 stars today","2023-04-17 21:11:30"
"2205","15","/ading2210/poe-api","https://github.com/ading2210/poe-api","A reverse engineered Python API wrapper for Quora's Poe, which provides free access to ChatGPT, GPT-4, and Claude.","Python","420","64","29 stars today","2023-04-17 21:11:30"
"2206","16","/facebookresearch/AnimatedDrawings","https://github.com/facebookresearch/AnimatedDrawings","Code to accompany ""A Method for Animating Children's Drawings of the Human Figure""","Python","4,592","311","1,456 stars today","2023-04-17 21:11:30"
"2207","17","/lightaime/camel","https://github.com/lightaime/camel","  CAMEL: Communicative Agents for “Mind” Exploration of Large Scale Language Model Society","Python","1,320","141","273 stars today","2023-04-17 21:11:30"
"2208","18","/trickest/cve","https://github.com/trickest/cve","Gather and update all available and newest CVEs with their PoC.","HTML","4,537","571","183 stars today","2023-04-17 21:11:30"
"2209","19","/Significant-Gravitas/Auto-GPT-Plugins","https://github.com/Significant-Gravitas/Auto-GPT-Plugins","Plugins for Auto-GPT","","276","23","191 stars today","2023-04-17 21:11:30"
"2210","20","/openzfs/zfs","https://github.com/openzfs/zfs","OpenZFS on Linux and FreeBSD","C","8,900","1,592","8 stars today","2023-04-17 21:11:30"
"2211","21","/FreedomIntelligence/LLMZoo","https://github.com/FreedomIntelligence/LLMZoo"," LLM Zoo is a project that provides data, models, and evaluation benchmark for large language models. ","Python","560","34","210 stars today","2023-04-17 21:11:30"
"2212","22","/milvus-io/milvus","https://github.com/milvus-io/milvus","A cloud-native vector database, storage for next generation AI applications","Go","16,913","2,046","70 stars today","2023-04-17 21:11:30"
"2213","23","/zabirauf/AutoGPT.js","https://github.com/zabirauf/AutoGPT.js","Auto-GPT on the browser","TypeScript","75","23","14 stars today","2023-04-17 21:11:30"
"2214","24","/walkxcode/dashboard-icons","https://github.com/walkxcode/dashboard-icons","  The best icons for your personal dashboard.","Python","1,728","170","241 stars today","2023-04-17 21:11:30"
"2215","25","/ikaijua/Awesome-AITools","https://github.com/ikaijua/Awesome-AITools","Collection of AI-related utilities. Welcome to submit issues and pull requests /收藏AI相关的实用工具，欢迎提交issues 或者pull requests","","568","34","163 stars today","2023-04-17 21:11:30"
"2166","1","/Significant-Gravitas/Auto-GPT","https://github.com/Significant-Gravitas/Auto-GPT","An experimental open-source attempt to make GPT-4 fully autonomous.","Python","73,518","10,823","7,222 stars today","2023-04-16 21:16:24"
"2167","2","/facebookresearch/AnimatedDrawings","https://github.com/facebookresearch/AnimatedDrawings","Code to accompany ""A Method for Animating Children's Drawings of the Human Figure""","Python","3,149","221","575 stars today","2023-04-16 21:16:24"
"2168","3","/reworkd/AgentGPT","https://github.com/reworkd/AgentGPT","  Assemble, configure, and deploy autonomous AI Agents in your browser.","TypeScript","12,758","2,982","1,464 stars today","2023-04-16 21:16:24"
"2169","4","/LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","Python","23,337","1,811","835 stars today","2023-04-16 21:16:24"
"2170","5","/lightaime/camel","https://github.com/lightaime/camel","  CAMEL: Communicative Agents for “Mind” Exploration of Large Scale Language Model Society","Python","1,050","118","197 stars today","2023-04-16 21:16:24"
"2171","6","/FerretDB/FerretDB","https://github.com/FerretDB/FerretDB","A truly Open Source MongoDB alternative","Go","5,995","220","96 stars today","2023-04-16 21:16:24"
"2172","7","/leetcode-mafia/cheetah","https://github.com/leetcode-mafia/cheetah","Whisper & GPT-based app for passing remote SWE interviews","Swift","1,562","100","268 stars today","2023-04-16 21:16:24"
"2173","8","/ericciarla/babyagijs","https://github.com/ericciarla/babyagijs","","TypeScript","168","17","19 stars today","2023-04-16 21:16:24"
"2174","9","/microsoft/DeepSpeed","https://github.com/microsoft/DeepSpeed","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","Python","20,153","2,353","628 stars today","2023-04-16 21:16:24"
"2175","10","/thecookingsenpai/autogpt-gui","https://github.com/thecookingsenpai/autogpt-gui","A graphical user interface for AutoGPT","JavaScript","125","16","45 stars today","2023-04-16 21:16:24"
"2176","11","/JetBrains/compose-multiplatform-ios-android-template","https://github.com/JetBrains/compose-multiplatform-ios-android-template","Compose Multiplatform iOS+Android Application project template","Kotlin","497","25","101 stars today","2023-04-16 21:16:24"
"2177","12","/alexschachne/leap-ai-avatars","https://github.com/alexschachne/leap-ai-avatars","","TypeScript","100","51","13 stars today","2023-04-16 21:16:24"
"2178","13","/Mikubill/sd-webui-controlnet","https://github.com/Mikubill/sd-webui-controlnet","WebUI extension for ControlNet","Python","6,678","709","82 stars today","2023-04-16 21:16:24"
"2179","14","/EwingYangs/awesome-open-gpt","https://github.com/EwingYangs/awesome-open-gpt","Collection of Open Source Projects Related to GPT，GPT相关开源项目合集 、精选  ","Python","276","38","46 stars today","2023-04-16 21:16:24"
"2180","15","/grishka/NearDrop","https://github.com/grishka/NearDrop","An unofficial Google Nearby Share app for macOS","Swift","493","9","101 stars today","2023-04-16 21:16:24"
"2181","16","/mingrammer/diagrams","https://github.com/mingrammer/diagrams","  Diagram as Code for prototyping cloud system architectures","Python","29,226","1,831","169 stars today","2023-04-16 21:16:24"
"2182","17","/sei-protocol/sei-chain","https://github.com/sei-protocol/sei-chain","","TypeScript","588","340","71 stars today","2023-04-16 21:16:24"
"2183","18","/crablang/crab","https://github.com/crablang/crab","A community fork of a language named after a plant fungus. All of the memory-safe features you love, now with 100% less bureaucracy!","Rust","1,145","17","306 stars today","2023-04-16 21:16:24"
"2184","19","/acheong08/ChatGPT","https://github.com/acheong08/ChatGPT","Reverse engineered ChatGPT API","Python","24,047","3,873","196 stars today","2023-04-16 21:16:24"
"2185","20","/Significant-Gravitas/Auto-GPT-Plugins","https://github.com/Significant-Gravitas/Auto-GPT-Plugins","Plugins for Auto-GPT","","88","15","29 stars today","2023-04-16 21:16:24"
"2186","21","/walkxcode/dashboard-icons","https://github.com/walkxcode/dashboard-icons","  The best icons for your personal dashboard.","Python","1,488","165","105 stars today","2023-04-16 21:16:24"
"2187","22","/coolsnowwolf/lede","https://github.com/coolsnowwolf/lede","Lean's LEDE source","C","25,616","18,881","18 stars today","2023-04-16 21:16:24"
"2188","23","/acheong08/EdgeGPT","https://github.com/acheong08/EdgeGPT","Reverse engineered API of Microsoft's Bing Chat AI","Python","5,476","570","40 stars today","2023-04-16 21:16:24"
"2189","24","/usememos/memos","https://github.com/usememos/memos","A lightweight, self-hosted memo hub. Open Source and Free forever.","TypeScript","12,266","783","63 stars today","2023-04-16 21:16:24"
"2190","25","/openai/openai-cookbook","https://github.com/openai/openai-cookbook","Examples and guides for using the OpenAI API","Jupyter Notebook","28,787","4,118","407 stars today","2023-04-16 21:16:24"
"2116","1","/Significant-Gravitas/Auto-GPT","https://github.com/Significant-Gravitas/Auto-GPT","An experimental open-source attempt to make GPT-4 fully autonomous.","Python","66,161","9,397","9,338 stars today","2023-04-15 20:36:01"
"2117","2","/reworkd/AgentGPT","https://github.com/reworkd/AgentGPT","  Assemble, configure, and deploy autonomous AI Agents in your browser.","TypeScript","11,260","2,466","1,539 stars today","2023-04-15 20:36:01"
"2118","3","/leetcode-mafia/cheetah","https://github.com/leetcode-mafia/cheetah","Whisper & GPT-based app for passing remote SWE interviews","Swift","1,290","84","245 stars today","2023-04-15 20:36:01"
"2119","4","/microsoft/DeepSpeedExamples","https://github.com/microsoft/DeepSpeedExamples","Example models using DeepSpeed","Python","2,572","412","313 stars today","2023-04-15 20:36:01"
"2120","5","/lightaime/camel","https://github.com/lightaime/camel","CAMEL: Communicative Agents for “Mind” Exploration of Large Scale Language Model Society","Python","849","99","77 stars today","2023-04-15 20:36:01"
"2121","6","/JetBrains/compose-multiplatform-ios-android-template","https://github.com/JetBrains/compose-multiplatform-ios-android-template","Compose Multiplatform iOS+Android Application project template","Kotlin","394","18","61 stars today","2023-04-15 20:36:01"
"2122","7","/lllyasviel/ControlNet-v1-1-nightly","https://github.com/lllyasviel/ControlNet-v1-1-nightly","Nightly release of ControlNet 1.1","Python","702","19","125 stars today","2023-04-15 20:36:01"
"2123","8","/midudev/aprendiendo-react","https://github.com/midudev/aprendiendo-react","Curso para aprender React desde cero","CSS","2,599","524","131 stars today","2023-04-15 20:36:01"
"2124","9","/microsoft/DeepSpeed","https://github.com/microsoft/DeepSpeed","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","Python","19,521","2,278","1,445 stars today","2023-04-15 20:36:01"
"2125","10","/toeverything/AFFiNE","https://github.com/toeverything/AFFiNE","There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use.","TypeScript","14,940","722","186 stars today","2023-04-15 20:36:01"
"2126","11","/practical-tutorials/project-based-learning","https://github.com/practical-tutorials/project-based-learning","Curated list of project-based tutorials","","98,282","13,771","137 stars today","2023-04-15 20:36:01"
"2127","12","/johannakarras/DreamPose","https://github.com/johannakarras/DreamPose","Official implementation of ""DreamPose: Fashion Image-to-Video Synthesis via Stable Diffusion""","Python","224","14","37 stars today","2023-04-15 20:36:01"
"2128","13","/directus/directus","https://github.com/directus/directus","The Modern Data Stack   — Directus is an instant REST+GraphQL API and intuitive no-code data collaboration app for any SQL database.","TypeScript","20,966","2,601","16 stars today","2023-04-15 20:36:01"
"2129","14","/facebookresearch/AnimatedDrawings","https://github.com/facebookresearch/AnimatedDrawings","Code to accompany ""A Method for Animating Children's Drawings of the Human Figure""","Python","2,557","177","1,208 stars today","2023-04-15 20:36:01"
"2130","15","/Priler/jarvis","https://github.com/Priler/jarvis","Voice Assistant made as an experiment using Silero TTS + Vosk STT + Picovoice Porcupine + ChatGPT.","Python","124","46","30 stars today","2023-04-15 20:36:01"
"2131","16","/PowerShell/PowerShell","https://github.com/PowerShell/PowerShell","PowerShell for every system!","C#","37,905","6,459","41 stars today","2023-04-15 20:36:01"
"2132","17","/databrickslabs/dolly","https://github.com/databrickslabs/dolly","Databricks’ Dolly, a large language model trained on the Databricks Machine Learning Platform","Python","7,185","683","513 stars today","2023-04-15 20:36:01"
"2133","18","/continue-revolution/sd-webui-segment-anything","https://github.com/continue-revolution/sd-webui-segment-anything","Segment Anything for Stable Diffusion Webui","Python","546","26","44 stars today","2023-04-15 20:36:01"
"2134","19","/openai/consistency_models","https://github.com/openai/consistency_models","Official repo for consistency models.","Python","3,909","206","955 stars today","2023-04-15 20:36:01"
"2135","20","/fudan-zvg/Semantic-Segment-Anything","https://github.com/fudan-zvg/Semantic-Segment-Anything","Automated dense category annotation engine that serves as the initial semantic labeling for the Segment Anything dataset (SA-1B).","Python","731","30","119 stars today","2023-04-15 20:36:01"
"2136","21","/biobootloader/wolverine","https://github.com/biobootloader/wolverine","","Python","3,553","357","264 stars today","2023-04-15 20:36:01"
"2137","22","/nomic-ai/gpt4all","https://github.com/nomic-ai/gpt4all","gpt4all: an ecosystem of open-source chatbots trained on a massive collections of clean assistant data including code, stories and dialogue","Python","30,684","3,197","1,003 stars today","2023-04-15 20:36:01"
"2138","23","/eumemic/ai-legion","https://github.com/eumemic/ai-legion","An LLM-powered autonomous agent platform","TypeScript","728","72","66 stars today","2023-04-15 20:36:01"
"2139","24","/xx025/carrot","https://github.com/xx025/carrot","Free ChatGPT Site List 这儿为你准备了众多免费好用的ChatGPT镜像站点，当前100+站点","","8,441","659","73 stars today","2023-04-15 20:36:01"
"2140","25","/qunash/chatgpt-advanced","https://github.com/qunash/chatgpt-advanced","WebChatGPT: A browser extension that augments your ChatGPT prompts with web results.","TypeScript","4,148","482","59 stars today","2023-04-15 20:36:01"
"2041","1","openai/consistency_models","https://github.com/openai/consistency_models","Official repo for consistency models.","Python","3,418","178","969 stars today","2023-04-14 21:38:36"
"2042","2","microsoft/DeepSpeed","https://github.com/microsoft/DeepSpeed","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","Python","18,171","2,101","3,610 stars today","2023-04-14 21:38:36"
"2043","3","Torantulino/Auto-GPT","https://github.com/Torantulino/Auto-GPT","An experimental open-source attempt to make GPT-4 fully autonomous.","Python","57,452","7,910","13,534 stars today","2023-04-14 21:38:36"
"2044","4","reworkd/AgentGPT","https://github.com/reworkd/AgentGPT","  Assemble, configure, and deploy autonomous AI Agents in your browser.","TypeScript","9,890","1,983","3,265 stars today","2023-04-14 21:38:36"
"2045","5","databrickslabs/dolly","https://github.com/databrickslabs/dolly","Databricks’ Dolly, a large language model trained on the Databricks Machine Learning Platform","Python","6,709","642","1,301 stars today","2023-04-14 21:38:36"
"2046","6","microsoft/DeepSpeedExamples","https://github.com/microsoft/DeepSpeedExamples","Example models using DeepSpeed","Python","2,283","384","707 stars today","2023-04-14 21:38:36"
"2047","7","biobootloader/wolverine","https://github.com/biobootloader/wolverine","","Python","3,317","333","743 stars today","2023-04-14 21:38:36"
"2048","8","ohmplatform/FreedomGPT","https://github.com/ohmplatform/FreedomGPT","This codebase is for a React and Electron-based app that executes the FreedomGPT LLM locally (offline and private) on Mac and Windows using a chat-based interface (based on Alpaca Lora)","TypeScript","895","93","194 stars today","2023-04-14 21:38:36"
"2049","9","alexrozanski/LlamaChat","https://github.com/alexrozanski/LlamaChat","Chat with your favourite LLaMA models in a native macOS app","Swift","444","14","77 stars today","2023-04-14 21:38:36"
"2050","10","ravenscroftj/turbopilot","https://github.com/ravenscroftj/turbopilot","Turbopilot is an open source large-language-model based code completion engine that runs locally on CPU","Python","2,644","80","537 stars today","2023-04-14 21:38:36"
"2051","11","NVIDIAGameWorks/rtx-remix","https://github.com/NVIDIAGameWorks/rtx-remix","Combined repo for the RTX-Remix runtime","","573","14","177 stars today","2023-04-14 21:38:36"
"2052","12","daveshap/REMO_Framework","https://github.com/daveshap/REMO_Framework","Rolling Episodic Memory Organizer (REMO) for autonomous AI systems","Python","169","25","35 stars today","2023-04-14 21:38:36"
"2053","13","shadcn/taxonomy","https://github.com/shadcn/taxonomy","An open source application built using the new router, server components and everything new in Next.js 13.","TypeScript","7,900","730","288 stars today","2023-04-14 21:38:36"
"2054","14","ConnectAI-E/Feishu-OpenAI","https://github.com/ConnectAI-E/Feishu-OpenAI"," 飞书 ×（GPT-3.5 + DALL·E + Whisper）= 飞一般的工作体验   语音对话、角色扮演、多话题讨论、图片创作、表格分析、文档导出  ","Go","3,480","562","137 stars today","2023-04-14 21:38:36"
"2055","15","kevmo314/magic-copy","https://github.com/kevmo314/magic-copy","Magic Copy is a Chrome extension that uses Meta's Segment Anything Model to extract a foreground object from an image and copy it to the clipboard.","TypeScript","1,178","54","394 stars today","2023-04-14 21:38:36"
"2056","16","HalseySpicy/Geeker-Admin","https://github.com/HalseySpicy/Geeker-Admin","    Geeker Admin，基于 Vue3.2、TypeScript、Vite3、Pinia、Element-Plus 开源的一套后台管理框架。","Vue","3,713","732","19 stars today","2023-04-14 21:38:36"
"2057","17","NVIDIAGameWorks/dxvk-remix","https://github.com/NVIDIAGameWorks/dxvk-remix","","C++","83","8","20 stars today","2023-04-14 21:38:36"
"2058","18","toeverything/AFFiNE","https://github.com/toeverything/AFFiNE","There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use.","TypeScript","14,691","718","174 stars today","2023-04-14 21:38:36"
"2059","19","DataTalksClub/mlops-zoomcamp","https://github.com/DataTalksClub/mlops-zoomcamp","Free MLOps course from DataTalks.Club","Jupyter Notebook","5,378","1,002","20 stars today","2023-04-14 21:38:36"
"2060","20","diego3g/rsxp-2023","https://github.com/diego3g/rsxp-2023","Repositório contendo o código do app do RS/XP 2023","TypeScript","377","78","7 stars today","2023-04-14 21:38:36"
"2061","21","agiresearch/OpenAGI","https://github.com/agiresearch/OpenAGI","OpenAGI: When LLM Meets Domain Experts (an open-source AGI research, development and testing platform)","Jupyter Notebook","785","42","232 stars today","2023-04-14 21:38:36"
"2062","22","skills/introduction-to-github","https://github.com/skills/introduction-to-github","Get started using GitHub in less than an hour.","","2,251","900","20 stars today","2023-04-14 21:38:36"
"2063","23","eumemic/ai-legion","https://github.com/eumemic/ai-legion","An LLM-powered autonomous agent platform","TypeScript","667","69","123 stars today","2023-04-14 21:38:36"
"2064","24","oobabooga/text-generation-webui","https://github.com/oobabooga/text-generation-webui","A gradio web UI for running Large Language Models like LLaMA, llama.cpp, GPT-J, Pythia, OPT, and GALACTICA.","Python","8,687","806","351 stars today","2023-04-14 21:38:36"
"2065","25","fudan-zvg/Semantic-Segment-Anything","https://github.com/fudan-zvg/Semantic-Segment-Anything","Automated dense category annotation engine that serves as the initial semantic labeling for the Segment Anything dataset (SA-1B).","Python","619","26","69 stars today","2023-04-14 21:38:36"
"2016","1","reworkd/AgentGPT","https://github.com/reworkd/AgentGPT","  Assemble, configure, and deploy autonomous AI Agents in your browser.","TypeScript","6,773","1,291","3,433 stars today","2023-04-13 21:54:01"
"2017","2","biobootloader/wolverine","https://github.com/biobootloader/wolverine","","Python","2,617","264","1,091 stars today","2023-04-13 21:54:01"
"2018","3","ravenscroftj/turbopilot","https://github.com/ravenscroftj/turbopilot","Turbopilot is an open source large-language-model based code completion engine that runs locally on CPU","Python","2,149","63","745 stars today","2023-04-13 21:54:01"
"2019","4","eumemic/ai-legion","https://github.com/eumemic/ai-legion","An LLM-powered autonomous agent platform","TypeScript","455","45","125 stars today","2023-04-13 21:54:01"
"2020","5","Torantulino/Auto-GPT","https://github.com/Torantulino/Auto-GPT","An experimental open-source attempt to make GPT-4 fully autonomous.","Python","44,449","5,843","12,928 stars today","2023-04-13 21:54:01"
"2021","6","ohmplatform/FreedomGPT","https://github.com/ohmplatform/FreedomGPT","This codebase is for a React and Electron-based app that executes the FreedomGPT LLM locally (offline and private) on Mac and Windows using a chat-based interface (based on Alpaca Lora)","TypeScript","707","74","349 stars today","2023-04-13 21:54:01"
"2022","7","microsoft/DeepSpeed","https://github.com/microsoft/DeepSpeed","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","Python","14,606","1,697","764 stars today","2023-04-13 21:54:01"
"2023","8","fudan-zvg/Semantic-Segment-Anything","https://github.com/fudan-zvg/Semantic-Segment-Anything","Automated dense category annotation engine that serves as the initial semantic labeling for the Segment Anything dataset (SA-1B).","Python","404","15","66 stars today","2023-04-13 21:54:01"
"2024","9","continue-revolution/sd-webui-segment-anything","https://github.com/continue-revolution/sd-webui-segment-anything","Segment Anything for Stable Diffusion Webui","Python","369","16","93 stars today","2023-04-13 21:54:01"
